recall,precision,f1,roc_auc,informedness,markedness,mcc
0.8325435775935014,0.8082641912429146,0.8202242507607019,0.8909019287720064,0.6041901875142528,0.6076763136836201,0.6059307434950602
0.8358527628320096,0.803662341928067,0.8194415372378281,0.8888961147782085,0.6043910009733455,0.6087531035141129,0.6065681310277728
0.8241227692042418,0.801660516605166,0.8127364706882626,0.8840044838057447,0.5975902021544335,0.5999798443362585,0.5987838311657139
0.8330722367275892,0.7871710526315789,0.8094714587737843,0.8775494210324879,0.5877409257028474,0.5930218472464186,0.5903754817593823
0.8152021089630932,0.7802354920100926,0.7973356252685861,0.8696395662897646,0.5700571610317675,0.5730229587555846,0.5715381361503642
0.8200692041522492,0.7743151545614476,0.796535677352637,0.8691249464595262,0.569883468639619,0.5735628282894223,0.5717201886135614
0.8240301048293164,0.7696878399866097,0.7959324967546517,0.8708394125599445,0.5710424232702063,0.5750396734851231,0.5730375630126291
0.8178610206297503,0.7715749039692702,0.794044011068652,0.8697973793988953,0.5743004490451504,0.5765923390719436,0.5754452530389061
0.8054464040939413,0.7590423699621082,0.7815561959654179,0.8631296069736994,0.5532834624933645,0.5548609179624919,0.5540716288464282
0.8047632234837995,0.7607329842931937,0.7821289193917373,0.8632758395064664,0.5600728790254736,0.5608086058075146,0.5604406216869693
0.7985826184259605,0.754072378268909,0.7756895068158145,0.8629529241550703,0.5517421411833623,0.551863054172298,0.5518025943659683
0.7856604484642924,0.74775824964132,0.766240926215198,0.8539357044224237,0.5394460064511633,0.5387934292132865,0.5391196190932351
0.793146120894812,0.7473986365267312,0.7695931279730291,0.8600214319900347,0.5489983837697903,0.5478760949786641,0.5484369523011653
0.792977392977393,0.7342775699269553,0.7624994218583784,0.8599510671650828,0.5367939508612816,0.5352578714159038,0.536025360899037
0.783200466653704,0.7324302209291754,0.756964998825464,0.8541845563518279,0.5327963145223333,0.5304374673059871,0.5316155826019311
0.7749606918238994,0.7226906158357771,0.7479135053110774,0.8458587181379449,0.5198818753356587,0.5168849179837056,0.5183812308466491
0.7766961358895401,0.7249211941405526,0.7499160792212152,0.8537453380758541,0.5288678699356477,0.5251522436384644,0.5270067822001923
0.7664189596304479,0.7256132344552196,0.7454580972846259,0.8492826937951913,0.5275314503183048,0.523721037597308,0.5256227911020558
0.7546709991876523,0.7214833511309582,0.7377041044220557,0.8481102446298662,0.51933345509775,0.5156561233238359,0.5174915227982766
0.7603450046205976,0.7127731254211185,0.7357909379968204,0.8501408885738924,0.5177433786043375,0.5124297777816333,0.515079726300825
0.7444444444444445,0.7144707992824397,0.7291497152156224,0.845987951162971,0.513563632130801,0.5094728817480791,0.5115141675679077
0.7184873949579832,0.7179594835730031,0.7182233422586234,0.8430718291390364,0.5038536382681518,0.5037651101714684,0.5038093722753187
0.7406226755923919,0.7061088035660014,0.7229540504097085,0.8490196294734186,0.5108950861087049,0.5055006510347719,0.5081907108934757
0.736479948392646,0.7083031744390446,0.7221168037107316,0.8511181213553738,0.515016610348997,0.5101304706874275,0.5125677183057642
0.7216057441253264,0.7037665782493369,0.7125745286566042,0.8472140024766275,0.5042787417123118,0.5008967510731834,0.5025849016424687
0.7160317110768554,0.7037117195108754,0.7098182612017683,0.8481584021492873,0.5047173636198823,0.5021958576574608,0.5034550320512243
0.7025521007466845,0.7133642638904606,0.7079169006176306,0.8491528806874047,0.5086901690154737,0.5111979254568899,0.5099425056817923
0.6984091165519576,0.715606936416185,0.7069034431565123,0.8465665172286962,0.5117060200127956,0.5159654396651208,0.513831316285015
0.6868859949737263,0.7082449941107185,0.6974019948967757,0.8471087790911693,0.5004351105175728,0.5059422411400196,0.503181141697912
0.6949681897050318,0.7210753720595295,0.7077811156270248,0.8495687838956232,0.5214576626033445,0.5286919183497463,0.5250623315187797
